alpha2	profile	band	status	selected_resolution	iou	recall	path_bytes	complete_estimate	omissions	note
SH	un	compact	fail							512:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 320:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 256:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 224:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 192:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 160:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 128:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 127:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 126:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 125:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 124:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 123:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 122:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 121:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 120:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 116:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 112:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 108:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 104:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 100:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 96:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 80:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 64:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 48:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 32:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 24:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 16:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 12:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 8:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost
SH	un	standard	fail							512:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 320:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 256:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 224:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 192:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 160:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 128:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 127:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 126:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 125:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 124:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 123:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 122:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 121:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 120:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 116:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 112:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 108:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 104:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 100:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 96:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 80:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 64:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 48:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 32:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 24:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 16:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 12:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 8:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost
SH	de_facto	compact	fail							512:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 320:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 256:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 224:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 192:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 160:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 128:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 127:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 126:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 125:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 124:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 123:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 122:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 121:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 120:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 116:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 112:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 108:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 104:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 100:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 96:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 80:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 64:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 48:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 32:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 24:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 16:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 12:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost; 8:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=1 threshold=110 was lost
SH	de_facto	standard	fail							512:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 320:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 256:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 224:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 192:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 160:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 128:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 127:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 126:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 125:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 124:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 123:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 122:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 121:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 120:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 116:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 112:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 108:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 104:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 100:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 96:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 80:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 64:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 48:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 32:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 24:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 16:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 12:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost; 8:error:geometry protected_feature_loss entity=SH field=visible_component: source component 0 contribution=5 threshold=900 was lost
SI	un	compact	pass	160	0.997708	0.998952	2102	2382	0	
SI	un	standard	pass	512	0.999888	0.999930	3962	4242	0	
SI	de_facto	compact	pass	160	0.997708	0.998952	2102	2382	0	
SI	de_facto	standard	pass	512	0.999888	0.999930	3962	4242	0	
SJ	un	compact	pass	160	0.906358	0.975094	2104	2384	13	
SJ	un	standard	pass	320	0.941927	0.989717	5445	5725	9	
SJ	de_facto	compact	pass	160	0.906358	0.975094	2104	2384	13	
SJ	de_facto	standard	pass	320	0.941927	0.989717	5445	5725	9	
SK	un	compact	pass	192	0.997484	0.998992	2049	2329	0	
SK	un	standard	pass	512	0.999787	0.999882	4100	4380	0	
SK	de_facto	compact	pass	192	0.997484	0.998992	2049	2329	0	
SK	de_facto	standard	pass	512	0.999787	0.999882	4100	4380	0	
SL	un	compact	pass	128	0.994907	0.998137	1990	2270	0	
SL	un	standard	pass	512	0.999890	0.999950	5715	5995	0	
SL	de_facto	compact	pass	128	0.994907	0.998137	1990	2270	0	
SL	de_facto	standard	pass	512	0.999890	0.999950	5715	5995	0	
SM	un	compact	pass	512	0.999416	0.999474	182	462	0	
SM	un	standard	pass	512	0.999142	0.999279	200	480	0	
SM	de_facto	compact	pass	512	0.999416	0.999474	182	462	0	
SM	de_facto	standard	pass	512	0.999142	0.999279	200	480	0	
SN	un	compact	pass	128	0.991835	0.997614	2183	2463	0	
SN	un	standard	pass	320	0.998204	0.999211	5835	6115	0	
SN	de_facto	compact	pass	128	0.991835	0.997614	2183	2463	0	
SN	de_facto	standard	pass	320	0.998204	0.999211	5835	6115	0	
SO	un	compact	pass	256	0.998313	0.999187	1954	2234	0	
SO	un	standard	pass	512	0.999543	0.999816	3505	3785	0	
SO	de_facto	compact	pass	512	0.999323	0.999831	2000	2280	0	
SO	de_facto	standard	pass	512	0.999472	0.999771	2342	2622	0	
SR	un	compact	pass	128	0.996539	0.998536	1935	2215	0	
SR	un	standard	pass	512	0.999873	0.999946	5494	5774	0	
SR	de_facto	compact	pass	128	0.996539	0.998536	1935	2215	0	
SR	de_facto	standard	pass	512	0.999873	0.999946	5494	5774	0	
SS	un	compact	pass	192	0.997479	0.998691	2150	2430	0	
SS	un	standard	pass	512	0.999478	0.999742	4996	5276	0	
SS	de_facto	compact	pass	192	0.997526	0.998691	2162	2442	0	
SS	de_facto	standard	pass	512	0.999472	0.999736	4979	5259	0	
ST	un	compact	pass	512	1.000000	1.000000	788	1068	0	
ST	un	standard	pass	512	0.999796	0.999796	904	1184	0	
ST	de_facto	compact	pass	512	1.000000	1.000000	788	1068	0	
ST	de_facto	standard	pass	512	0.999796	0.999796	904	1184	0	
SV	un	compact	pass	224	0.998233	0.999657	2161	2441	0	
SV	un	standard	pass	512	0.998960	0.999926	3309	3589	0	
SV	de_facto	compact	pass	224	0.998233	0.999657	2161	2441	0	
SV	de_facto	standard	pass	512	0.998960	0.999926	3309	3589	0	
SX	un	compact	pass	512	0.998470	0.999915	81	361	0	
SX	un	standard	pass	512	0.998541	0.999940	95	375	0	
SX	de_facto	compact	pass	512	0.998470	0.999915	81	361	0	
SX	de_facto	standard	pass	512	0.998541	0.999940	95	375	0	
SY	un	compact	pass	256	0.999207	0.999504	2179	2459	0	
SY	un	standard	pass	512	0.999825	0.999903	3710	3990	0	
SY	de_facto	compact	pass	256	0.999207	0.999504	2179	2459	0	
SY	de_facto	standard	pass	512	0.999825	0.999903	3710	3990	0	
SZ	un	compact	pass	512	0.999969	1.000000	699	979	0	
SZ	un	standard	pass	512	0.999956	0.999978	811	1091	0	
SZ	de_facto	compact	pass	512	0.999969	1.000000	699	979	0	
SZ	de_facto	standard	pass	512	0.999956	0.999978	811	1091	0	
TC	un	compact	pass	512	0.991991	0.999616	1722	2002	0	
TC	un	standard	pass	512	0.991230	0.999327	1981	2261	0	
TC	de_facto	compact	pass	512	0.991991	0.999616	1722	2002	0	
TC	de_facto	standard	pass	512	0.991230	0.999327	1981	2261	0	
TD	un	compact	pass	320	0.999226	0.999613	2104	2384	0	
TD	un	standard	pass	512	0.999590	0.999823	3629	3909	0	
TD	de_facto	compact	pass	320	0.999226	0.999613	2104	2384	0	
TD	de_facto	standard	pass	512	0.999590	0.999823	3629	3909	0	
TF	un	compact	pass	512	0.813619	0.925301	419	699	16	
TF	un	standard	pass	512	0.813378	0.925154	487	767	16	
TF	de_facto	compact	pass	512	0.813619	0.925301	419	699	16	
TF	de_facto	standard	pass	512	0.813378	0.925154	487	767	16	
TG	un	compact	pass	256	0.998382	0.999238	1978	2258	0	
TG	un	standard	pass	512	0.999754	0.999843	3251	3531	0	
TG	de_facto	compact	pass	256	0.998382	0.999238	1978	2258	0	
TG	de_facto	standard	pass	512	0.999754	0.999843	3251	3531	0	
TH	un	compact	pass	128	0.984692	0.993511	2141	2421	18	
TH	un	standard	pass	320	0.990952	0.997087	6241	6521	10	
TH	de_facto	compact	pass	128	0.984692	0.993511	2141	2421	18	
TH	de_facto	standard	pass	320	0.990952	0.997087	6241	6521	10	
TJ	un	compact	pass	104	0.985301	0.992908	2114	2394	1	
TJ	un	standard	pass	320	0.996831	0.998892	6041	6321	0	
TJ	de_facto	compact	pass	104	0.985301	0.992908	2114	2394	1	
TJ	de_facto	standard	pass	320	0.996831	0.998892	6041	6321	0	
TK	un	compact	pass	512	0.991031	0.995587	151	431	0	
TK	un	standard	pass	512	0.990971	0.996032	176	456	0	
TK	de_facto	compact	pass	512	0.991031	0.995587	151	431	0	
TK	de_facto	standard	pass	512	0.990971	0.996032	176	456	0	
TL	un	compact	pass	512	0.999548	0.999849	2072	2352	0	
TL	un	standard	pass	512	0.999805	0.999911	2391	2671	0	
TL	de_facto	compact	pass	512	0.999548	0.999849	2072	2352	0	
TL	de_facto	standard	pass	512	0.999805	0.999911	2391	2671	0	
TM	un	compact	pass	128	0.991841	0.996260	1962	2242	2	
TM	un	standard	pass	512	0.998694	0.999314	6996	7276	0	
TM	de_facto	compact	pass	128	0.991841	0.996260	1962	2242	2	
TM	de_facto	standard	pass	512	0.998694	0.999314	6996	7276	0	
TN	un	compact	pass	192	0.992175	0.998397	2069	2349	0	
TN	un	standard	pass	512	0.995546	0.999828	4487	4767	0	
TN	de_facto	compact	pass	192	0.992175	0.998397	2069	2349	0	
TN	de_facto	standard	pass	512	0.995546	0.999828	4487	4767	0	
TO	un	compact	pass	512	0.963396	0.968480	891	1171	1	
TO	un	standard	pass	512	0.963258	0.968415	1027	1307	1	
TO	de_facto	compact	pass	512	0.963396	0.968480	891	1171	1	
TO	de_facto	standard	pass	512	0.963258	0.968415	1027	1307	1	
TR	un	compact	pass	128	0.986896	0.992520	2039	2319	4	
TR	un	standard	pass	320	0.995498	0.997775	5859	6139	2	
TR	de_facto	compact	pass	128	0.986896	0.992520	2039	2319	4	
TR	de_facto	standard	pass	320	0.995498	0.997775	5859	6139	2	
TT	un	compact	pass	512	0.999920	1.000000	1538	1818	0	
TT	un	standard	pass	512	0.999878	0.999888	1768	2048	0	
TT	de_facto	compact	pass	512	0.999920	1.000000	1538	1818	0	
TT	de_facto	standard	pass	512	0.999878	0.999888	1768	2048	0	
TV	un	compact	pass	512	0.898135	0.910391	237	517	4	
TV	un	standard	pass	512	0.898372	0.910123	268	548	4	
TV	de_facto	compact	pass	512	0.898135	0.910391	237	517	4	
TV	de_facto	standard	pass	512	0.898372	0.910123	268	548	4	
TW	un	compact	pass	192	0.995290	0.998425	1988	2268	1	
TW	un	standard	pass	512	0.997747	0.999944	4235	4515	0	
TW	de_facto	compact	pass	192	0.995290	0.998425	1988	2268	1	
TW	de_facto	standard	pass	512	0.997747	0.999944	4235	4515	0	
TZ	un	compact	pass	160	0.995110	0.998863	2110	2390	3	
TZ	un	standard	pass	512	0.996426	0.999772	6812	7092	0	
TZ	de_facto	compact	pass	160	0.995110	0.998863	2110	2390	3	
TZ	de_facto	standard	pass	512	0.996426	0.999772	6812	7092	0	
UA	un	compact	pass	128	0.988431	0.993919	2090	2370	3	
UA	un	standard	pass	320	0.996260	0.998374	6140	6420	2	
UA	de_facto	compact	pass	128	0.988431	0.993919	2090	2370	3	
UA	de_facto	standard	pass	320	0.996260	0.998374	6140	6420	2	
UG	un	compact	pass	224	0.999198	0.999627	2149	2429	0	
UG	un	standard	pass	512	0.999879	0.999929	3807	4087	0	
UG	de_facto	compact	pass	224	0.999198	0.999627	2149	2429	0	
UG	de_facto	standard	pass	512	0.999879	0.999929	3807	4087	0	
UM	un	compact	fail							512:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 320:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 256:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 224:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 192:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 160:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 128:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 127:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 126:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 125:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 124:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 123:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 122:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 121:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 120:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 116:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 112:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 108:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 104:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 100:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 96:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 80:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 64:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 48:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 32:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 24:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 16:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 12:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost; 8:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=110 was lost
UM	un	standard	fail							512:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 320:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 256:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 224:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 192:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 160:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 128:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 127:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 126:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 125:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 124:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 123:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 122:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 121:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 120:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 116:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 112:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 108:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 104:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 100:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 96:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 80:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 64:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 48:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 32:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 24:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 16:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 12:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost; 8:error:geometry protected_feature_loss entity=UM field=visible_component: source component 0 contribution=0 threshold=900 was lost
