alpha2	profile	band	status	selected_resolution	iou	recall	path_bytes	complete_estimate	omissions	note
AD	un	compact	pass	512	0.999767	0.999900	479	759	0	
AD	un	standard	pass	512	0.999789	0.999887	548	828	0	
AD	de_facto	compact	pass	512	0.999767	0.999900	479	759	0	
AD	de_facto	standard	pass	512	0.999789	0.999887	548	828	0	
AE	un	compact	pass	128	0.986007	0.997147	1768	2048	3	
AE	un	standard	pass	512	0.989529	0.999822	5452	5732	0	
AE	de_facto	compact	pass	128	0.986007	0.997147	1768	2048	3	
AE	de_facto	standard	pass	512	0.989529	0.999822	5452	5732	0	
AF	un	compact	pass	160	0.994955	0.997609	2187	2467	0	
AF	un	standard	pass	512	0.999213	0.999595	6529	6809	0	
AF	de_facto	compact	pass	160	0.994955	0.997609	2187	2467	0	
AF	de_facto	standard	pass	512	0.999213	0.999595	6529	6809	0	
AG	un	compact	pass	512	0.998963	0.999222	1026	1306	0	
AG	un	standard	pass	512	0.999422	0.999818	1140	1420	0	
AG	de_facto	compact	pass	512	0.998963	0.999222	1026	1306	0	
AG	de_facto	standard	pass	512	0.999422	0.999818	1140	1420	0	
AI	un	compact	pass	512	0.999086	0.999360	532	812	0	
AI	un	standard	pass	512	0.999096	0.999376	613	893	0	
AI	de_facto	compact	pass	512	0.999086	0.999360	532	812	0	
AI	de_facto	standard	pass	512	0.999096	0.999376	613	893	0	
AL	un	compact	pass	192	0.996567	0.998143	2167	2447	0	
AL	un	standard	pass	512	0.999675	0.999838	4114	4394	0	
AL	de_facto	compact	pass	192	0.996567	0.998143	2167	2447	0	
AL	de_facto	standard	pass	512	0.999675	0.999838	4114	4394	0	
AM	un	compact	pass	128	0.995608	0.998119	2077	2357	0	
AM	un	standard	pass	512	0.998456	0.999945	3692	3972	0	
AM	de_facto	compact	pass	128	0.995608	0.998119	2077	2357	0	
AM	de_facto	standard	pass	512	0.998456	0.999945	3692	3972	0	
AO	un	compact	pass	160	0.997541	0.998977	1952	2232	1	
AO	un	standard	pass	512	0.999463	0.999688	5792	6072	0	
AO	de_facto	compact	pass	160	0.997541	0.998977	1952	2232	1	
AO	de_facto	standard	pass	512	0.999463	0.999688	5792	6072	0	
AQ	un	compact	pass	108	0.970223	0.988429	2142	2422	172	
AQ	un	standard	pass	224	0.977352	0.995025	6570	6850	162	
AQ	de_facto	compact	pass	108	0.970223	0.988429	2142	2422	172	
AQ	de_facto	standard	pass	224	0.977352	0.995025	6570	6850	162	
AR	un	compact	pass	160	0.991687	0.995718	1991	2271	6	
AR	un	standard	pass	512	0.997554	0.998899	7157	7437	3	
AR	de_facto	compact	pass	160	0.991687	0.995718	1991	2271	6	
AR	de_facto	standard	pass	512	0.997554	0.998899	7157	7437	3	
AS	un	compact	pass	512	0.998298	0.998829	408	688	0	
AS	un	standard	pass	512	0.999338	0.999675	466	746	0	
AS	de_facto	compact	pass	512	0.999149	0.999681	438	718	0	
AS	de_facto	standard	pass	512	0.999351	0.999788	492	772	0	
AT	un	compact	pass	128	0.989217	0.994310	1885	2165	0	
AT	un	standard	pass	512	0.999244	0.999586	6190	6470	0	
AT	de_facto	compact	pass	128	0.989217	0.994310	1885	2165	0	
AT	de_facto	standard	pass	512	0.999244	0.999586	6190	6470	0	
AU	un	compact	pass	128	0.986951	0.993451	1791	2071	92	
AU	un	standard	pass	320	0.992385	0.997720	5693	5973	86	
AU	de_facto	compact	pass	192	0.990007	0.995482	2194	2474	94	
AU	de_facto	standard	pass	320	0.991893	0.997102	4320	4600	90	
AW	un	compact	pass	512	0.999537	0.999653	253	533	0	
AW	un	standard	pass	512	0.999557	0.999693	291	571	0	
AW	de_facto	compact	pass	512	0.999537	0.999653	253	533	0	
AW	de_facto	standard	pass	512	0.999557	0.999693	291	571	0	
AX	un	compact	pass	64	0.894640	0.958388	1908	2188	0	
AX	un	standard	pass	512	0.946804	0.999742	4510	4790	0	
AX	de_facto	compact	pass	64	0.894640	0.958388	1908	2188	0	
AX	de_facto	standard	pass	512	0.946804	0.999742	4510	4790	0	
AZ	un	compact	pass	96	0.989775	0.995343	2130	2410	4	
AZ	un	standard	pass	512	0.999002	0.999815	6920	7200	0	
AZ	de_facto	compact	pass	96	0.989775	0.995343	2130	2410	4	
AZ	de_facto	standard	pass	512	0.999002	0.999815	6920	7200	0	
BA	un	compact	pass	128	0.996143	0.997843	1982	2262	0	
BA	un	standard	pass	512	0.999875	0.999955	4857	5137	0	
BA	de_facto	compact	pass	128	0.996143	0.997843	1982	2262	0	
BA	de_facto	standard	pass	512	0.999875	0.999955	4857	5137	0	
BB	un	compact	pass	512	0.999627	0.999876	303	583	0	
BB	un	standard	pass	512	0.999732	0.999942	361	641	0	
BB	de_facto	compact	pass	512	0.999627	0.999876	303	583	0	
BB	de_facto	standard	pass	512	0.999732	0.999942	361	641	0	
BD	un	compact	pass	80	0.965595	0.986849	2026	2306	16	
BD	un	standard	pass	224	0.980336	0.996736	7214	7494	4	
BD	de_facto	compact	pass	80	0.965595	0.986849	2026	2306	16	
BD	de_facto	standard	pass	224	0.980336	0.996736	7214	7494	4	
BE	un	compact	pass	128	0.994268	0.996752	2073	2353	0	
BE	un	standard	pass	512	0.999824	0.999912	5271	5551	0	
BE	de_facto	compact	pass	128	0.994268	0.996752	2073	2353	0	
BE	de_facto	standard	pass	512	0.999824	0.999912	5271	5551	0	
BF	un	compact	pass	160	0.995759	0.997404	1968	2248	0	
BF	un	standard	pass	512	0.999446	0.999773	5459	5739	0	
BF	de_facto	compact	pass	160	0.995759	0.997404	1968	2248	0	
BF	de_facto	standard	pass	512	0.999446	0.999773	5459	5739	0	
BG	un	compact	pass	128	0.995846	0.997999	1923	2203	0	
BG	un	standard	pass	512	0.999662	0.999821	5478	5758	0	
BG	de_facto	compact	pass	128	0.995846	0.997999	1923	2203	0	
BG	de_facto	standard	pass	512	0.999662	0.999821	5478	5758	0	
BH	un	compact	pass	512	0.993724	0.999842	1220	1500	0	
BH	un	standard	pass	512	0.993493	0.999926	1392	1672	0	
BH	de_facto	compact	pass	512	0.993724	0.999842	1220	1500	0	
BH	de_facto	standard	pass	512	0.993493	0.999926	1392	1672	0	
BI	un	compact	pass	256	0.999779	0.999926	2115	2395	0	
BI	un	standard	pass	512	0.999957	0.999978	2777	3057	0	
BI	de_facto	compact	pass	256	0.999779	0.999926	2115	2395	0	
BI	de_facto	standard	pass	512	0.999957	0.999978	2777	3057	0	
BJ	un	compact	pass	256	0.998091	0.998868	1958	2238	0	
BJ	un	standard	pass	512	0.999603	0.999802	3476	3756	0	
BJ	de_facto	compact	pass	256	0.998091	0.998868	1958	2238	0	
BJ	de_facto	standard	pass	512	0.999603	0.999802	3476	3756	0	
BL	un	compact	pass	512	0.998499	0.998817	118	398	0	
BL	un	standard	pass	512	0.998365	0.998685	123	403	0	
BL	de_facto	compact	pass	512	0.998499	0.998817	118	398	0	
BL	de_facto	standard	pass	512	0.998365	0.998685	123	403	0	
BM	un	compact	pass	512	0.998467	0.999442	805	1085	0	
BM	un	standard	pass	512	0.998312	0.999278	938	1218	0	
BM	de_facto	compact	pass	512	0.998467	0.999442	805	1085	0	
BM	de_facto	standard	pass	512	0.998312	0.999278	938	1218	0	
BN	un	compact	pass	512	0.999862	0.999862	1352	1632	0	
BN	un	standard	pass	512	0.999822	0.999903	1542	1822	0	
BN	de_facto	compact	pass	512	0.999862	0.999862	1352	1632	0	
BN	de_facto	standard	pass	512	0.999822	0.999903	1542	1822	0	
BO	un	compact	pass	160	0.997038	0.998620	1972	2252	0	
BO	un	standard	pass	512	0.999397	0.999692	5744	6024	0	
BO	de_facto	compact	pass	160	0.997038	0.998620	1972	2252	0	
BO	de_facto	standard	pass	512	0.999397	0.999692	5744	6024	0	
BQ	un	compact	pass	512	0.982663	0.987498	349	629	0	
BQ	un	standard	pass	512	0.983095	0.987539	403	683	0	
BQ	de_facto	compact	pass	512	0.982663	0.987498	349	629	0	
BQ	de_facto	standard	pass	512	0.983095	0.987539	403	683	0	
BR	un	compact	pass	128	0.986849	0.995741	1948	2228	41	
BR	un	standard	pass	320	0.990442	0.998288	5877	6157	35	
BR	de_facto	compact	pass	128	0.986848	0.995628	1969	2249	42	
BR	de_facto	standard	pass	320	0.990425	0.998293	5880	6160	36	
BS	un	compact	pass	128	0.719003	0.929443	2057	2337	29	
BS	un	standard	pass	320	0.714507	0.985346	6179	6459	14	
BS	de_facto	compact	pass	128	0.719003	0.929443	2057	2337	29	
BS	de_facto	standard	pass	320	0.714507	0.985346	6179	6459	14	
BT	un	compact	pass	256	0.999573	0.999715	2112	2392	0	
BT	un	standard	pass	512	0.999928	0.999972	2784	3064	0	
BT	de_facto	compact	pass	256	0.999573	0.999715	2112	2392	0	
BT	de_facto	standard	pass	512	0.999928	0.999972	2784	3064	0	
BV	un	compact	pass	512	0.999523	0.999841	182	462	0	
BV	un	standard	pass	512	0.999446	0.999779	201	481	0	
BV	de_facto	compact	pass	512	0.999523	0.999841	182	462	0	
BV	de_facto	standard	pass	512	0.999446	0.999779	201	481	0	
BW	un	compact	pass	224	0.998980	0.999474	2187	2467	0	
BW	un	standard	pass	512	0.999760	0.999862	4553	4833	0	
BW	de_facto	compact	pass	224	0.998980	0.999474	2187	2467	0	
BW	de_facto	standard	pass	512	0.999760	0.999862	4553	4833	0	
BY	un	compact	pass	123	0.994725	0.997959	2196	2476	0	
BY	un	standard	pass	512	0.999634	0.999825	7116	7396	0	
BY	de_facto	compact	pass	123	0.994725	0.997959	2196	2476	0	
BY	de_facto	standard	pass	512	0.999634	0.999825	7116	7396	0	
BZ	un	compact	pass	160	0.990452	0.999402	1937	2217	3	
BZ	un	standard	pass	512	0.991591	0.999930	3579	3859	0	
BZ	de_facto	compact	pass	192	0.997165	0.999471	2072	2352	3	
BZ	de_facto	standard	pass	512	0.998439	0.999930	3927	4207	0	
CA	un	compact	pass	48	0.920580	0.971218	1678	1958	398	
CA	un	standard	pass	128	0.937763	0.989486	5969	6249	382	
CA	de_facto	compact	pass	48	0.920580	0.971218	1678	1958	398	
CA	de_facto	standard	pass	128	0.937763	0.989486	5969	6249	382	
CC	un	compact	pass	512	0.997397	0.999080	258	538	0	
CC	un	standard	pass	512	0.996979	0.999117	275	555	0	
CC	de_facto	compact	pass	512	0.997397	0.999080	258	538	0	
CC	de_facto	standard	pass	512	0.996979	0.999117	275	555	0	
CD	un	compact	pass	128	0.995166	0.997478	2016	2296	1	
CD	un	standard	pass	320	0.998493	0.999264	5234	5514	1	
CD	de_facto	compact	pass	128	0.995166	0.997478	2016	2296	1	
CD	de_facto	standard	pass	320	0.998493	0.999264	5234	5514	1	
CF	un	compact	pass	160	0.994892	0.997208	2070	2350	0	
CF	un	standard	pass	512	0.998821	0.999410	6377	6657	0	
CF	de_facto	compact	pass	160	0.994892	0.997208	2070	2350	0	
CF	de_facto	standard	pass	512	0.998821	0.999410	6377	6657	0	
CG	un	compact	pass	128	0.992714	0.996320	2058	2338	0	
CG	un	standard	pass	512	0.999218	0.999678	7028	7308	0	
CG	de_facto	compact	pass	128	0.992714	0.996320	2058	2338	0	
CG	de_facto	standard	pass	512	0.999218	0.999678	7028	7308	0	
CH	un	compact	pass	128	0.994152	0.997092	2185	2465	0	
CH	un	standard	pass	512	0.999764	0.999905	5505	5785	0	
CH	de_facto	compact	pass	128	0.994152	0.997092	2185	2465	0	
CH	de_facto	standard	pass	512	0.999764	0.999905	5505	5785	0	
CI	un	compact	pass	112	0.993162	0.997042	2109	2389	0	
CI	un	standard	pass	320	0.998312	0.999292	6473	6753	0	
CI	de_facto	compact	pass	112	0.993162	0.997042	2109	2389	0	
CI	de_facto	standard	pass	320	0.998312	0.999292	6473	6753	0	
CK	un	compact	pass	512	0.844662	0.844721	166	446	9	
CK	un	standard	pass	512	0.844157	0.844220	185	465	9	
CK	de_facto	compact	pass	512	0.844662	0.844721	166	446	9	
CK	de_facto	standard	pass	512	0.844157	0.844220	185	465	9	
CL	un	compact	pass	160	0.897750	0.976385	2122	2402	154	
CL	un	standard	pass	320	0.906965	0.986550	6127	6407	133	
CL	de_facto	compact	pass	160	0.897750	0.976385	2122	2402	154	
CL	de_facto	standard	pass	320	0.906965	0.986550	6127	6407	133	
CM	un	compact	pass	160	0.994152	0.997426	2039	2319	0	
CM	un	standard	pass	512	0.998872	0.999450	6166	6446	0	
CM	de_facto	compact	pass	160	0.994152	0.997426	2039	2319	0	
CM	de_facto	standard	pass	512	0.998872	0.999450	6166	6446	0	
CN	un	compact	pass	104	0.986912	0.993480	2132	2412	61	
CN	un	standard	pass	320	0.994985	0.997510	7104	7384	60	
CN	de_facto	compact	pass	108	0.987486	0.994038	2156	2436	68	
CN	de_facto	standard	pass	320	0.995051	0.997645	7059	7339	67	
CO	un	compact	pass	160	0.993220	0.995973	2191	2471	10	
CO	un	standard	pass	320	0.996310	0.998179	5067	5347	7	
CO	de_facto	compact	pass	160	0.993220	0.995973	2191	2471	10	
CO	de_facto	standard	pass	320	0.996310	0.998179	5067	5347	7	
CR	un	compact	pass	224	0.992061	0.996107	2101	2381	2	
CR	un	standard	pass	512	0.997891	0.999411	4826	5106	0	
CR	de_facto	compact	pass	224	0.992061	0.996107	2101	2381	2	
CR	de_facto	standard	pass	512	0.997891	0.999411	4826	5106	0	
CU	un	compact	pass	160	0.949193	0.986896	2126	2406	35	
CU	un	standard	pass	320	0.958125	0.994025	5501	5781	25	
CU	de_facto	compact	pass	160	0.949193	0.986896	2126	2406	35	
CU	de_facto	standard	pass	320	0.958125	0.994025	5501	5781	25	
CV	un	compact	pass	192	0.966499	0.993336	2051	2331	0	
CV	un	standard	pass	512	0.973319	0.999562	3578	3858	0	
CV	de_facto	compact	pass	192	0.966499	0.993336	2051	2331	0	
CV	de_facto	standard	pass	512	0.973319	0.999562	3578	3858	0	
CW	un	compact	pass	512	0.999753	0.999835	431	711	0	
CW	un	standard	pass	512	0.999593	0.999835	489	769	0	
CW	de_facto	compact	pass	512	0.999753	0.999835	431	711	0	
CW	de_facto	standard	pass	512	0.999593	0.999835	489	769	0	
CX	un	compact	pass	512	0.999525	0.999644	287	567	0	
CX	un	standard	pass	512	0.999307	0.999544	308	588	0	
CX	de_facto	compact	pass	512	0.999525	0.999644	287	567	0	
CX	de_facto	standard	pass	512	0.999307	0.999544	308	588	0	
CY	un	compact	pass	320	0.999406	0.999661	2107	2387	0	
CY	un	standard	pass	512	0.999462	0.999940	2653	2933	0	
CY	de_facto	compact	pass	320	0.999196	0.999911	2164	2444	0	
CY	de_facto	standard	pass	512	0.999255	0.999937	2639	2919	0	
CZ	un	compact	pass	128	0.993446	0.996480	1842	2122	0	
CZ	un	standard	pass	512	0.999543	0.999750	5835	6115	0	
CZ	de_facto	compact	pass	128	0.993446	0.996480	1842	2122	0	
CZ	de_facto	standard	pass	512	0.999543	0.999750	5835	6115	0	
DE	un	compact	pass	104	0.985789	0.994246	2093	2373	19	
DE	un	standard	pass	256	0.991575	0.998235	6234	6514	11	
DE	de_facto	compact	pass	104	0.985789	0.994246	2093	2373	19	
DE	de_facto	standard	pass	256	0.991575	0.998235	6234	6514	11	
DJ	un	compact	pass	512	0.999969	1.000000	1737	2017	0	
DJ	un	standard	pass	512	0.999960	0.999978	1996	2276	0	
DJ	de_facto	compact	pass	512	0.999969	1.000000	1737	2017	0	
DJ	de_facto	standard	pass	512	0.999960	0.999978	1996	2276	0	
DK	un	compact	pass	64	0.908821	0.962072	1785	2065	5	
DK	un	standard	pass	192	0.944998	0.991104	7017	7297	0	
DK	de_facto	compact	pass	64	0.908821	0.962072	1785	2065	5	
DK	de_facto	standard	pass	192	0.944998	0.991104	7017	7297	0	
DM	un	compact	pass	512	0.999562	0.999945	684	964	0	
DM	un	standard	pass	512	0.999794	0.999961	776	1056	0	
DM	de_facto	compact	pass	512	0.999562	0.999945	684	964	0	
DM	de_facto	standard	pass	512	0.999794	0.999961	776	1056	0	
DO	un	compact	pass	128	0.991882	0.997297	1888	2168	0	
DO	un	standard	pass	512	0.997194	0.999911	4652	4932	0	
DO	de_facto	compact	pass	128	0.991882	0.997297	1888	2168	0	
DO	de_facto	standard	pass	512	0.997194	0.999911	4652	4932	0	
DZ	un	compact	pass	256	0.998908	0.999421	2070	2350	0	
DZ	un	standard	pass	512	0.999642	0.999808	3942	4222	0	
DZ	de_facto	compact	pass	256	0.998908	0.999421	2070	2350	0	
DZ	de_facto	standard	pass	512	0.999642	0.999808	3942	4222	0	
EC	un	compact	pass	256	0.989288	0.996823	1935	2215	8	
EC	un	standard	pass	512	0.992389	0.998813	4276	4556	3	
EC	de_facto	compact	pass	256	0.989288	0.996823	1935	2215	8	
EC	de_facto	standard	pass	512	0.992389	0.998813	4276	4556	3	
EE	un	compact	pass	96	0.978919	0.992638	2083	2363	3	
EE	un	standard	pass	320	0.991187	0.999404	6431	6711	0	
EE	de_facto	compact	pass	96	0.978919	0.992638	2083	2363	3	
EE	de_facto	standard	pass	320	0.991187	0.999404	6431	6711	0	
EG	un	compact	pass	192	0.998347	0.998977	2028	2308	5	
EG	un	standard	pass	512	0.999491	0.999709	5701	5981	3	
EG	de_facto	compact	pass	192	0.998146	0.998798	2011	2291	7	
EG	de_facto	standard	pass	512	0.999231	0.999621	5504	5784	3	
EH	un	compact	pass	512	0.999858	1.000000	1544	1824	0	
EH	un	standard	pass	512	0.999867	0.999883	1734	2014	0	
EH	de_facto	compact	pass	512	0.999858	1.000000	1544	1824	0	
EH	de_facto	standard	pass	512	0.999867	0.999883	1734	2014	0	
ER	un	compact	pass	160	0.989481	0.997553	2122	2402	0	
ER	un	standard	pass	512	0.992974	0.999555	5791	6071	0	
ER	de_facto	compact	pass	160	0.989481	0.997553	2122	2402	0	
ER	de_facto	standard	pass	512	0.992974	0.999555	5791	6071	0	
ES	un	compact	pass	192	0.984826	0.995201	2011	2291	7	
ES	un	standard	pass	512	0.991618	0.998616	6341	6621	5	
ES	de_facto	compact	pass	192	0.984955	0.995282	2002	2282	12	
ES	de_facto	standard	pass	512	0.991689	0.998688	6267	6547	10	
ET	un	compact	pass	256	0.999251	0.999667	2040	2320	0	
ET	un	standard	pass	512	0.999568	0.999764	3874	4154	0	
ET	de_facto	compact	pass	256	0.999251	0.999667	2040	2320	0	
ET	de_facto	standard	pass	512	0.999568	0.999764	3874	4154	0	
FI	un	compact	pass	160	0.990139	0.995662	2172	2452	39	
FI	un	standard	pass	320	0.992230	0.998241	5183	5463	27	
FI	de_facto	compact	pass	160	0.990139	0.995662	2172	2452	39	
FI	de_facto	standard	pass	320	0.992230	0.998241	5183	5463	27	
FJ	un	compact	pass	256	0.942138	0.986079	1857	2137	27	
FJ	un	standard	pass	512	0.952812	0.993973	5341	5621	7	
FJ	de_facto	compact	pass	256	0.942138	0.986079	1857	2137	27	
FJ	de_facto	standard	pass	512	0.952812	0.993973	5341	5621	7	
FK	un	compact	pass	64	0.895623	0.959435	2161	2441	6	
FK	un	standard	pass	160	0.962866	0.991506	6670	6950	0	
FK	de_facto	compact	pass	64	0.895623	0.959435	2161	2441	6	
FK	de_facto	standard	pass	160	0.962866	0.991506	6670	6950	0	
FM	un	compact	pass	512	0.867592	0.923334	139	419	17	
FM	un	standard	pass	512	0.867705	0.923443	153	433	17	
FM	de_facto	compact	pass	512	0.867592	0.923334	139	419	17	
FM	de_facto	standard	pass	512	0.867705	0.923443	153	433	17	
FO	un	compact	pass	80	0.944409	0.972688	2021	2301	0	
FO	un	standard	pass	512	0.999048	0.999340	4646	4926	0	
FO	de_facto	compact	pass	80	0.944409	0.972688	2021	2301	0	
FO	de_facto	standard	pass	512	0.999048	0.999340	4646	4926	0	
FR	un	compact	pass	512	0.980211	0.991813	936	1216	9	
FR	un	standard	pass	512	0.979687	0.991666	1088	1368	9	
FR	de_facto	compact	pass	512	0.969724	0.985452	708	988	18	
FR	de_facto	standard	pass	512	0.970763	0.986037	805	1085	18	
GA	un	compact	pass	116	0.991079	0.996079	2172	2452	0	
GA	un	standard	pass	320	0.997780	0.999106	6203	6483	0	
GA	de_facto	compact	pass	116	0.991111	0.996111	2171	2451	1	
GA	de_facto	standard	pass	320	0.997776	0.999102	6194	6474	1	
GB	un	compact	pass	80	0.931695	0.976487	1647	1927	48	
GB	un	standard	pass	224	0.947297	0.992999	6463	6743	35	
GB	de_facto	compact	pass	80	0.931829	0.976422	1640	1920	49	
GB	de_facto	standard	pass	224	0.947096	0.992932	6453	6733	36	
GD	un	compact	pass	512	0.999315	0.999657	575	855	0	
GD	un	standard	pass	512	0.999618	0.999819	658	938	0	
GD	de_facto	compact	pass	512	0.999315	0.999657	575	855	0	
GD	de_facto	standard	pass	512	0.999618	0.999819	658	938	0	
GE	un	compact	pass	192	0.996736	0.998327	2018	2298	0	
GE	un	standard	pass	512	0.999822	0.999938	3894	4174	0	
GE	de_facto	compact	pass	192	0.996736	0.998327	2018	2298	0	
GE	de_facto	standard	pass	512	0.999822	0.999938	3894	4174	0	
GF	un	compact	pass	160	0.997598	0.998621	1918	2198	0	
GF	un	standard	pass	512	0.999913	0.999942	3932	4212	0	
GF	de_facto	compact	pass	160	0.997598	0.998621	1918	2198	0	
GF	de_facto	standard	pass	512	0.999913	0.999942	3932	4212	0	
GG	un	compact	pass	512	0.986175	1.000000	518	798	0	
GG	un	standard	pass	512	0.984768	0.999630	604	884	0	
GG	de_facto	compact	pass	512	0.986175	1.000000	518	798	0	
GG	de_facto	standard	pass	512	0.984768	0.999630	604	884	0	
GH	un	compact	pass	160	0.997303	0.998557	1949	2229	0	
GH	un	standard	pass	512	0.999700	0.999896	5002	5282	0	
GH	de_facto	compact	pass	160	0.997303	0.998557	1949	2229	0	
GH	de_facto	standard	pass	512	0.999700	0.999896	5002	5282	0	
GI	un	compact	pass	512	0.998582	0.998854	63	343	0	
GI	un	standard	pass	512	0.998520	0.998936	74	354	0	
GI	de_facto	compact	pass	512	0.998582	0.998854	63	343	0	
GI	de_facto	standard	pass	512	0.998520	0.998936	74	354	0	
GL	un	compact	pass	104	0.957894	0.992128	2196	2476	120	
GL	un	standard	pass	224	0.964248	0.994839	6735	7015	104	
GL	de_facto	compact	pass	104	0.957441	0.991838	2198	2478	121	
GL	de_facto	standard	pass	224	0.964179	0.994844	6719	6999	105	
GM	un	compact	pass	224	0.995148	0.997741	2058	2338	0	
GM	un	standard	pass	512	0.999589	0.999774	3276	3556	0	
GM	de_facto	compact	pass	224	0.995148	0.997741	2058	2338	0	
GM	de_facto	standard	pass	512	0.999589	0.999774	3276	3556	0	
GN	un	compact	pass	126	0.989301	0.995646	2181	2461	0	
GN	un	standard	pass	320	0.997210	0.998757	5984	6264	0	
GN	de_facto	compact	pass	126	0.989301	0.995646	2181	2461	0	
GN	de_facto	standard	pass	320	0.997210	0.998757	5984	6264	0	
GP	un	compact	pass	512	0.998521	1.000000	1517	1797	0	
GP	un	standard	pass	512	0.998762	0.999816	1730	2010	0	
GP	de_facto	compact	pass	512	0.998521	1.000000	1517	1797	0	
GP	de_facto	standard	pass	512	0.998762	0.999816	1730	2010	0	
GQ	un	compact	pass	512	0.999254	0.999661	1312	1592	0	
GQ	un	standard	pass	512	0.999304	0.999704	1530	1810	0	
GQ	de_facto	compact	pass	512	0.999254	0.999661	1312	1592	0	
GQ	de_facto	standard	pass	512	0.999304	0.999704	1530	1810	0	
GR	un	compact	pass	48	0.899300	0.943541	1496	1776	65	
GR	un	standard	pass	128	0.920289	0.984692	6384	6664	40	
GR	de_facto	compact	pass	48	0.899300	0.943541	1496	1776	65	
GR	de_facto	standard	pass	128	0.920289	0.984692	6384	6664	40	
GS	un	compact	pass	320	0.952503	0.978663	1453	1733	3	
GS	un	standard	pass	512	0.979522	0.993576	2661	2941	1	
GS	de_facto	compact	pass	320	0.952503	0.978663	1453	1733	3	
GS	de_facto	standard	pass	512	0.979522	0.993576	2661	2941	1	
GT	un	compact	pass	320	0.999573	0.999704	2186	2466	0	
GT	un	standard	pass	512	0.999873	0.999954	3237	3517	0	
GT	de_facto	compact	pass	320	0.999573	0.999704	2186	2466	0	
GT	de_facto	standard	pass	512	0.999873	0.999954	3237	3517	0	
GU	un	compact	pass	512	0.999676	0.999935	474	754	0	
GU	un	standard	pass	512	0.999734	0.999886	537	817	0	
GU	de_facto	compact	pass	512	0.999676	0.999935	474	754	0	
GU	de_facto	standard	pass	512	0.999734	0.999886	537	817	0	
GW	un	compact	pass	80	0.945772	0.992089	1815	2095	0	
GW	un	standard	pass	256	0.966650	0.998158	6909	7189	0	
GW	de_facto	compact	pass	80	0.945772	0.992089	1815	2095	0	
GW	de_facto	standard	pass	256	0.966650	0.998158	6909	7189	0	
GY	un	compact	pass	192	0.992974	0.996666	1979	2259	0	
GY	un	standard	pass	512	0.999067	0.999503	4526	4806	0	
GY	de_facto	compact	pass	160	0.993873	0.996599	2135	2415	1	
GY	de_facto	standard	pass	512	0.999004	0.999631	6206	6486	0	
HK	un	compact	pass	64	0.971051	0.988527	2042	2322	0	
HK	un	standard	pass	512	0.999392	0.999669	3902	4182	0	
HK	de_facto	compact	pass	64	0.971051	0.988527	2042	2322	0	
HK	de_facto	standard	pass	512	0.999392	0.999669	3902	4182	0	
HM	un	compact	pass	512	0.999673	0.999804	518	798	0	
HM	un	standard	pass	512	0.999669	0.999900	601	881	0	
HM	de_facto	compact	pass	512	0.999673	0.999804	518	798	0	
HM	de_facto	standard	pass	512	0.999669	0.999900	601	881	0	
HN	un	compact	pass	128	0.987885	0.994009	1745	2025	3	
HN	un	standard	pass	512	0.998474	0.999616	6757	7037	1	
HN	de_facto	compact	pass	128	0.987885	0.994009	1745	2025	3	
HN	de_facto	standard	pass	512	0.998474	0.999616	6757	7037	1	
HR	un	compact	fail							512:bytes=12443(cap 2200),file=12723(max 2500); 320:bytes=8924(cap 2200),file=9204(max 2500); 256:bytes=7494(cap 2200),file=7774(max 2500); 224:bytes=6726(cap 2200),file=7006(max 2500); 192:bytes=5921(cap 2200),file=6201(max 2500); 160:bytes=5027(cap 2200),file=5307(max 2500); 128:bytes=4010(cap 2200),file=4290(max 2500); 127:bytes=4004(cap 2200),file=4284(max 2500); 126:bytes=3966(cap 2200),file=4246(max 2500); 125:bytes=3930(cap 2200),file=4210(max 2500); 124:bytes=3896(cap 2200),file=4176(max 2500); 123:bytes=3849(cap 2200),file=4129(max 2500); 122:bytes=3809(cap 2200),file=4089(max 2500); 121:bytes=3755(cap 2200),file=4035(max 2500); 120:bytes=3731(cap 2200),file=4011(max 2500); 116:bytes=3557(cap 2200),file=3837(max 2500); 112:bytes=3340(cap 2200),file=3620(max 2500); 108:bytes=3251(cap 2200),file=3531(max 2500); 104:bytes=3086(cap 2200),file=3366(max 2500); 100:bytes=2941(cap 2200),file=3221(max 2500); 96:bytes=2783(cap 2200),file=3063(max 2500); 80:bytes=2209(cap 2200); 64:error:geometry protected_feature_loss entity=HR field=visible_component: source component 2 contribution=110 threshold=110 was lost; 48:error:geometry protected_feature_loss entity=HR field=visible_component: source component 2 contribution=110 threshold=110 was lost; 32:error:geometry protected_feature_loss entity=HR field=visible_component: source component 1 contribution=199 threshold=110 was lost; 24:error:geometry protected_feature_loss entity=HR field=visible_component: source component 1 contribution=199 threshold=110 was lost; 16:error:geometry protected_feature_loss entity=HR field=visible_component: source component 1 contribution=199 threshold=110 was lost; 12:error:geometry protected_feature_loss entity=HR field=visible_component: source component 1 contribution=199 threshold=110 was lost; 8:error:geometry protected_feature_loss entity=HR field=visible_component: source component 1 contribution=199 threshold=110 was lost
HR	un	standard	pass	192	0.957744	0.995194	6688	6968	6	
